LotFrontage,LotArea,YearBuilt,YearRemodAdd,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,MoSold,YrSold,SalePrice
65,8125,1994,1998,1138,270,1408,1679,0,1679,575,224,42,0,10,2008,193500
70,14175,1956,1987,988,200,1188,1437,0,1437,576,304,0,0,11,2006,168000
80,11600,1922,1950,0,700,700,1180,0,1180,252,0,0,67,7,2006,137500
64,8633,2005,2005,193,545,738,738,738,1476,540,100,35,0,2,2009,173500
54,6629,1925,1950,551,121,672,697,672,1369,300,147,0,0,7,2009,103600
70,11250,1977,1977,767,441,1208,1208,0,1208,546,198,42,0,6,2006,165000
110,14442,1957,2004,1186,291,1477,1839,0,1839,416,0,87,0,6,2007,257500
80,9200,1965,1965,892,244,1136,1136,0,1136,384,426,0,0,7,2008,140000
24,2289,1978,1978,311,544,855,855,586,1441,440,28,0,0,4,2009,148500
60,9600,1900,1950,0,1095,1095,1095,679,1774,779,0,0,90,5,2006,87000
52,9022,1924,2006,0,768,768,792,0,792,240,316,0,120,5,2009,109500
80,11844,2008,2008,0,2046,2046,2046,0,2046,834,322,82,0,7,2009,372500
70,9945,1961,1961,827,161,988,988,0,988,572,0,0,0,10,2007,128500
50,8012,1980,1980,543,261,923,923,0,923,264,80,0,0,5,2010,143000
55,4500,1932,2000,182,611,793,848,672,1520,281,0,0,56,7,2009,159434
70,2887,1996,1997,1003,288,1291,1291,0,1291,431,307,0,0,11,2008,173000
90,11248,2002,2002,1059,567,1626,1668,0,1668,702,257,45,0,7,2007,285000
58,16770,1998,1998,0,1195,1195,1195,644,1839,486,0,81,0,6,2010,221000
70,5062,1984,1984,828,180,1190,1190,900,2090,577,219,0,0,9,2007,207500
84,10207,2007,2007,0,874,874,874,887,1761,578,144,105,0,8,2007,227875
70,5105,2004,2004,239,312,551,551,551,1102,480,0,60,0,3,2007,148800
60,8089,2007,2007,945,474,1419,1419,0,1419,567,140,0,0,10,2007,392000
61,7577,2005,2006,20,1342,1362,1362,0,1362,460,192,28,0,6,2007,194700
70,4426,2004,2004,697,151,848,848,0,848,420,149,0,0,5,2008,141000
104,21535,1994,1995,1455,989,2444,2444,1872,4316,832,382,50,0,1,2007,755000
42,26178,1989,1990,965,245,1210,1238,1281,2519,628,320,27,0,4,2006,335000
60,5400,1921,1968,0,1073,1073,1073,0,1073,326,0,0,112,12,2006,108480
51,6120,1936,1950,0,927,927,1067,472,1539,576,112,0,0,4,2009,141500
54,13811,1987,1987,980,92,1112,1137,0,1137,551,125,0,0,7,2006,176000
50,6000,1921,1950,616,0,616,616,0,616,205,0,0,129,6,2006,89000
57,6420,1952,1952,210,219,980,1148,0,1148,308,0,0,0,9,2006,123500
65,8450,1965,2009,553,224,894,894,0,894,336,416,144,0,4,2010,138500
59,4282,2004,2004,16,1375,1391,1391,0,1391,530,156,158,0,7,2008,196000
85,14331,2002,2002,1274,526,1800,1800,0,1800,765,270,78,0,5,2006,312500
80,9600,1969,1969,0,1164,1164,1164,0,1164,528,0,0,0,7,2006,140000
82,12438,2006,2006,0,1234,1234,1264,1312,2576,666,324,100,0,7,2006,361919
76,7630,1900,1996,0,360,360,1032,780,1812,672,344,0,40,5,2010,140000
70,8400,2004,2005,712,761,1473,1484,0,1484,606,0,35,0,5,2010,213000
70,5600,1930,1950,0,0,0,372,720,1092,0,0,0,0,7,2010,55000
70,115149,1971,2002,1219,424,1643,1824,0,1824,739,380,48,0,6,2007,302000
48,6240,2006,2006,863,461,1324,1324,0,1324,550,192,38,0,12,2009,254000
65,9018,2007,2007,0,728,728,728,728,1456,400,100,24,0,7,2007,179540
70,7162,1966,1966,0,876,876,904,0,904,408,0,0,0,12,2008,109900
56,4130,1935,2003,0,270,270,729,0,729,0,0,0,0,7,2008,52000
66,8712,1900,1950,0,859,859,859,319,1178,384,68,0,98,1,2010,102776
40,4671,1988,1989,767,461,1228,1228,0,1228,472,168,120,0,10,2008,189000
60,9873,1970,1970,789,171,960,960,0,960,576,0,288,0,5,2006,129000
70,13517,1976,2005,533,192,725,725,754,1479,475,0,44,0,3,2010,130500
78,10140,1974,1974,0,1064,1064,1350,0,1350,478,0,0,0,8,2009,165000
60,10800,1890,1998,0,718,718,1576,978,2554,704,0,48,143,7,2007,159500
80,10000,1973,2000,1084,92,1176,1178,0,1178,439,224,0,0,11,2008,157000
96,10542,1993,1994,1173,138,1311,1325,1093,2418,983,250,154,216,8,2008,341000
69,9920,1969,1969,523,448,971,971,0,971,300,0,0,0,5,2006,128500
70,6563,1985,1985,1148,594,1742,1742,0,1742,564,114,28,234,12,2006,275000
70,4426,2004,2004,662,186,848,848,0,848,420,160,0,0,5,2010,143000
70,8120,1970,1970,191,673,864,864,0,864,463,0,0,0,7,2009,124500
60,8172,1954,1972,0,941,941,997,473,1470,548,0,0,0,5,2008,135000
86,13286,2007,2008,1234,464,1698,1698,0,1698,768,327,64,0,2,2009,320000
60,6960,1970,1970,375,250,864,864,0,864,660,96,0,0,11,2009,120500
70,21695,1988,2007,808,72,880,1680,0,1680,540,292,44,0,12,2009,222000
64,7314,2007,2007,724,508,1232,1232,0,1232,632,132,0,0,2,2009,194500
85,11475,1958,1958,0,1584,1584,1776,0,1776,888,0,25,0,7,2009,110000
52,6240,1925,1950,152,628,780,848,0,1208,539,0,23,112,1,2009,103000
39,5389,1995,1996,1180,415,1595,1616,0,1616,608,237,152,0,3,2010,236500
73,9590,2003,2003,786,82,868,1146,0,1146,438,160,22,0,5,2007,187500
75,11404,1998,1999,252,901,1153,1153,878,2031,541,192,84,0,7,2008,222500
80,10000,1961,1983,594,270,864,1144,0,1144,264,165,0,0,3,2009,131400
70,8978,1968,1968,0,948,948,948,0,948,300,147,0,0,5,2007,108000
60,10800,1914,1970,390,490,880,880,888,1768,320,0,341,0,10,2006,163000
60,8544,1950,1950,0,0,0,1040,0,1040,400,0,0,0,7,2006,93500
72,10463,2005,2005,0,893,893,901,900,1801,800,0,116,0,6,2006,239900
60,10800,1987,1988,1200,0,1200,1200,0,1200,0,120,0,0,3,2009,179000
65,9313,2004,2004,0,864,864,864,864,1728,572,187,56,0,4,2009,190000
60,9600,1910,2002,0,264,264,768,664,1432,360,270,0,112,5,2007,132000
65,6768,1961,1996,832,80,912,912,0,912,288,168,0,0,5,2008,142000
65,8450,2000,2001,0,1349,1349,1349,0,1349,539,120,55,0,12,2007,179000
70,12886,1963,1999,444,76,520,1464,0,1464,480,302,0,0,10,2009,175000
41,5395,1993,1993,733,604,1337,1337,0,1337,462,96,0,70,10,2008,180000
70,8963,1976,1996,575,487,1142,1175,1540,2715,831,0,204,0,7,2008,299800
70,8795,2000,2000,300,652,952,980,1276,2256,554,224,54,0,4,2009,236000
65,11700,1880,2003,0,1240,1240,1320,1320,2640,864,181,0,386,5,2009,265979
59,10593,1996,1996,919,801,1720,1720,0,1720,527,240,56,154,3,2010,260400
50,8405,1945,1950,0,0,0,1088,441,1529,240,92,0,185,4,2009,98000
55,8800,1910,2004,0,576,576,792,348,1140,0,0,160,0,6,2010,96500
70,7750,2003,2003,0,660,660,660,660,1320,400,0,48,0,8,2007,162000
79,9236,1997,1997,1200,279,1479,1494,0,1494,576,168,27,0,7,2006,217000
80,10240,2005,2005,0,1030,1030,1038,1060,2098,878,192,52,0,3,2006,275500
61,7930,1969,2005,439,115,1026,1026,0,1026,440,171,48,0,7,2009,156000
34,3230,1999,1999,381,348,729,742,729,1471,440,0,24,0,3,2009,172500
68,10769,2007,2007,20,846,866,866,902,1768,578,144,105,0,4,2009,212000
70,11616,1978,1978,438,234,672,672,714,1386,440,335,0,0,4,2010,158900
24,2280,1999,1999,549,195,744,757,744,1501,440,0,0,0,8,2008,179400
65,12257,1995,1995,56,1198,1318,1328,1203,2531,752,222,98,0,11,2007,290000
70,9100,1959,1959,612,252,864,864,0,864,300,0,0,0,10,2009,127500
60,6911,1924,1950,405,740,1145,1301,0,1301,440,0,0,0,10,2009,100000
72,8640,2009,2009,24,732,756,764,783,1547,614,169,45,0,6,2010,215200
82,9430,1999,1999,1163,89,1252,1268,1097,2365,856,0,128,0,7,2009,337000
30,9549,1995,1996,437,0,1494,1494,0,1494,481,0,30,0,4,2006,270000
75,14587,2008,2008,0,1498,1498,1506,0,1506,592,0,174,0,8,2008,264132
80,10421,1988,1988,394,586,980,980,734,1714,496,228,66,156,3,2010,196500
75,12508,1940,1985,660,323,983,983,767,1750,423,245,0,156,7,2008,160000
70,9100,2004,2005,24,1836,1860,1836,0,1836,484,120,33,0,10,2006,216837
47,53504,2003,2003,1416,234,1650,1690,1589,3279,841,503,36,0,6,2010,538000
70,7252,1982,1982,685,173,858,858,0,858,576,120,0,0,4,2009,134900
67,8877,1951,1951,836,0,836,1220,0,1220,396,0,0,0,4,2006,102000
94,7819,1976,1976,422,480,1029,1117,0,1117,672,144,0,0,3,2010,107000
70,10150,1958,1958,456,456,912,912,0,912,275,0,0,0,7,2007,114500
110,14226,2006,2006,0,1935,1935,1973,0,1973,895,315,45,0,7,2007,395000
32,4500,1998,1998,866,338,1204,1204,0,1204,412,0,247,0,6,2009,162000
86,11210,2005,2006,20,1594,1614,1614,0,1614,865,144,59,0,7,2006,221500
100,13350,1974,1974,762,102,864,894,0,894,440,241,0,0,6,2006,142500
60,8400,1977,1977,0,0,0,2020,0,2020,630,0,0,0,10,2007,144000
78,10530,1977,1977,975,0,975,1004,0,1004,504,0,0,0,5,2006,135000
63,7875,1995,1996,0,1237,1237,1253,0,1253,402,220,21,0,6,2007,176000
65,7153,1992,1992,387,374,761,810,793,1603,484,0,124,0,7,2006,175900
67,16285,2001,2002,0,1413,1413,1430,0,1430,605,0,33,0,6,2009,187100
70,9101,1978,1978,1097,0,1097,1110,0,1110,602,303,30,0,7,2009,165500
35,6300,1914,2001,0,742,742,742,742,1484,0,0,291,134,6,2008,128000
70,9790,1967,1967,251,491,1372,1342,0,1342,457,0,0,0,9,2009,161500
60,10800,1915,1950,686,0,686,966,686,1652,416,0,0,196,6,2010,139000
76,10142,2004,2004,656,300,956,956,1128,2084,618,0,45,0,1,2010,233000
50,6000,1954,2000,0,901,901,901,0,901,281,0,0,0,8,2008,107900
70,12205,1966,2007,568,264,832,976,1111,2087,444,133,168,0,7,2007,187500
43,3182,2005,2006,16,1129,1145,1145,0,1145,397,100,16,0,9,2009,160200
70,11333,1976,1976,539,490,1029,1062,0,1062,539,120,0,0,5,2007,146800
92,9920,1996,1997,862,255,1117,1127,886,2013,455,180,130,0,6,2007,269790
76,9158,2007,2007,0,1496,1496,1496,0,1496,474,168,130,0,6,2007,225000
70,10832,1994,1996,0,712,712,1086,809,1895,409,143,46,0,10,2008,194500
70,8400,1980,1981,0,650,650,888,676,1564,476,0,50,0,4,2010,171000
71,8197,1977,1977,0,660,660,1285,0,1285,528,138,0,0,4,2007,143500
57,7677,1953,1953,570,203,773,773,0,773,240,0,0,0,4,2008,110000
104,13518,2008,2009,0,1926,1926,1966,1174,3140,820,144,78,0,7,2009,485000
60,7200,1937,1950,569,162,731,981,787,1768,240,0,0,264,6,2007,175000
79,12798,1997,1997,462,154,616,616,1072,1688,603,403,114,185,5,2008,200000
40,4800,1916,1990,197,999,1196,1196,0,1196,440,0,0,0,7,2007,109900
63,8199,2005,2005,648,80,728,728,728,1456,410,36,18,0,10,2008,189000
107,13891,2008,2009,0,1734,1734,1734,1088,2822,1020,52,170,0,1,2009,582933
75,9000,1954,1954,812,124,936,1128,0,1128,286,0,0,0,6,2006,118000
91,12274,2008,2008,0,1417,1417,1428,0,1428,554,0,60,0,7,2008,227680
75,9750,1967,1967,400,100,980,980,0,980,384,68,0,0,10,2006,135500
144,21384,1923,2004,1309,15,1324,1072,504,1576,528,0,312,0,5,2009,223500
85,13400,1966,1966,516,380,1024,1086,0,1086,484,0,0,0,6,2006,159950
90,8100,1898,1965,0,849,849,1075,1063,2138,360,40,156,0,11,2009,106000
78,10140,1974,1999,663,0,1040,1309,0,1309,484,265,0,0,1,2006,181000
70,4438,2004,2004,662,186,848,848,0,848,420,140,0,0,6,2008,144500
66,8712,1952,1952,0,540,540,1044,0,1044,504,0,0,0,6,2010,55993
75,9750,1958,1958,608,834,1442,1442,0,1442,301,0,0,275,4,2007,157900
45,8248,1918,1950,0,686,686,686,564,1250,280,207,0,96,7,2006,116000
48,12137,1998,1998,0,1649,1649,1661,0,1661,598,0,34,0,5,2010,224900
70,11425,1954,1954,486,522,1008,1008,0,1008,275,0,0,120,7,2006,137000
70,13265,2002,2002,1218,350,1568,1689,0,1689,857,150,59,0,7,2008,271000
80,8816,1971,1971,504,506,1010,1052,0,1052,440,0,0,0,6,2010,155000
44,6371,2009,2010,733,625,1358,1358,0,1358,484,192,35,0,6,2010,224000
72,7226,2003,2003,0,798,798,798,842,1640,595,0,45,0,6,2008,183000
60,6000,1953,1953,0,936,936,936,0,936,576,0,32,112,2,2009,93000
70,12394,2003,2003,0,847,847,847,886,1733,433,100,48,0,10,2007,225000
60,9900,1940,1950,0,778,778,944,545,1489,240,335,0,0,7,2009,139500
81,11216,2006,2006,0,1489,1489,1489,0,1489,776,0,140,0,6,2006,232600
114,14803,2007,2008,1636,442,2078,2084,0,2084,1220,188,45,0,6,2008,385000
50,6130,1924,1950,784,0,784,784,0,784,0,0,0,116,5,2008,109500
65,8529,2001,2001,20,1434,1454,1434,0,1434,527,290,39,0,4,2009,189000
70,28698,1967,1967,249,0,1013,1160,966,2126,538,486,0,0,6,2009,185000
24,2544,2005,2005,0,600,600,520,623,1223,480,0,166,0,7,2006,147400
80,11900,1957,1957,1040,352,1392,1392,0,1392,458,0,0,0,6,2008,166000
30,3180,2005,2005,0,600,600,520,600,1200,480,0,166,0,6,2006,151000
44,9548,2003,2003,483,458,941,941,888,1829,613,192,39,0,1,2010,237000
100,10004,1964,1964,196,975,1516,1516,0,1516,472,0,0,0,2,2009,167000
75,7875,1961,1961,572,572,1144,1144,0,1144,456,0,0,0,9,2008,139950
60,9600,1950,1995,442,625,1067,1067,0,1067,436,290,0,0,2,2010,128000
90,8100,1948,1973,338,1221,1559,1559,0,1559,812,0,116,230,6,2007,153500
21,1680,1973,1973,330,153,483,483,504,987,264,0,0,0,11,2008,100000
75,9525,1995,2006,0,1099,1099,1099,0,1099,352,278,0,0,6,2008,144000
70,11767,1946,1995,352,416,768,768,432,1200,240,0,0,0,5,2008,130500
70,12155,1925,1950,156,516,672,810,672,1482,400,0,0,254,3,2008,140000
60,10440,1904,2002,0,650,650,958,581,1539,686,70,78,68,6,2008,157500
82,9020,1966,1966,312,276,1127,1165,0,1165,490,0,129,0,5,2008,174900
80,8000,1961,1961,0,1800,1800,1800,0,1800,0,0,0,0,7,2007,141000
100,12665,1915,1950,0,876,876,876,540,1416,720,418,0,194,6,2008,153900
70,16647,1975,1981,1390,0,1390,1701,0,1701,611,0,0,0,1,2007,171000
75,9317,1993,1993,513,227,740,1006,769,1775,425,234,72,192,7,2009,213000
36,15523,1972,1972,460,404,864,864,0,864,338,0,0,0,8,2009,133500
75,45600,1908,1997,0,907,907,1307,1051,2358,360,486,40,0,9,2008,240000
80,9600,1976,1994,0,528,528,1094,761,1855,512,113,100,0,8,2007,187000
36,4435,2003,2003,659,189,848,848,0,848,420,140,0,0,11,2007,131500
70,3196,2003,2003,0,1273,1273,1456,0,1456,400,143,20,0,5,2006,215000
53,7128,1941,1950,364,554,918,918,728,1646,240,0,0,0,8,2007,164000
70,12095,1964,1964,564,563,1127,1445,0,1445,645,180,0,0,8,2009,158000
102,17920,1955,1974,306,372,1763,1779,0,1779,454,0,418,0,7,2006,170000
70,6897,1962,2010,659,381,1040,1040,0,1040,260,0,104,0,4,2010,127000
70,10970,1978,1978,505,0,940,1026,0,1026,576,0,0,34,10,2008,147000
65,8125,1994,1995,0,702,702,702,779,1481,343,0,36,0,3,2009,174000
80,10400,1976,1976,0,1090,1090,1370,0,1370,479,0,0,0,6,2009,152000
70,11029,1968,1984,619,435,1054,1512,1142,2654,619,0,65,0,8,2006,250000
55,7642,1918,1998,0,912,912,912,514,1426,216,0,240,0,6,2007,189950
75,11625,1965,1965,841,198,1039,1039,0,1039,504,0,0,0,4,2010,131500
81,9672,1984,1985,338,702,1040,1097,0,1097,480,0,0,0,5,2010,152000
70,7931,1959,1959,1148,0,1148,1148,0,1148,672,0,0,0,7,2009,132500
72,8640,2007,2008,0,1372,1372,1372,0,1372,529,0,140,0,5,2008,250580
70,8750,1970,1970,828,174,1002,1002,0,1002,902,0,0,0,8,2009,148500
67,10656,2006,2007,0,1638,1638,1646,0,1646,870,192,80,0,11,2007,248900
85,6970,1961,1961,932,108,1040,1120,0,1120,544,168,0,0,5,2007,129000
70,14762,1948,1950,0,0,0,1547,720,2320,672,120,144,0,5,2006,169000
80,9938,1993,1994,750,300,1050,1062,887,1949,574,156,90,0,6,2010,236000
60,6600,1962,1962,0,894,894,894,0,894,308,0,0,0,8,2009,109500
70,8750,1998,1998,505,299,804,804,878,1682,523,0,77,0,6,2010,200500
74,8892,1953,1996,0,105,105,910,0,910,414,196,0,150,10,2008,116000
60,12144,1949,1950,375,457,832,1036,0,1268,288,0,28,0,9,2009,133000
52,5720,1941,1950,0,676,676,676,455,1131,200,26,0,0,8,2009,66500
75,9000,2007,2007,64,1120,1184,1184,1426,2610,550,208,364,0,8,2007,303477
94,25286,1963,1963,633,431,1064,1040,0,1040,648,0,0,0,1,2007,132250
74,8834,2004,2005,1170,292,1462,1462,762,2224,738,184,0,0,6,2009,350000
88,11782,1961,1995,899,210,1109,1155,0,1155,576,192,0,0,6,2010,148000
70,7000,1978,2005,646,218,864,864,0,864,336,0,0,0,7,2009,136500
60,7024,2005,2006,980,110,1090,1090,0,1090,450,0,49,0,6,2007,157000
44,13758,1990,1991,902,254,1156,1187,530,1717,400,168,36,0,4,2007,187500
70,9636,1992,1993,0,808,808,808,785,1593,389,342,40,0,12,2009,178000
60,6204,1912,1950,0,795,795,954,795,2230,440,0,188,0,3,2006,118500
65,7150,1967,1967,432,460,892,892,0,892,288,0,0,0,7,2009,100000
50,5119,1999,2000,1238,460,1698,1709,0,1709,506,97,65,0,1,2008,328900
70,8393,1959,2005,528,1098,1626,1712,0,1712,588,272,54,0,6,2006,145000
59,16466,1955,1955,0,816,816,872,521,1393,300,121,0,0,4,2008,135500
95,15865,1970,1970,351,1043,2217,2217,0,2217,621,81,207,0,10,2007,268000
128,12160,1953,1953,1024,481,1505,1505,0,1505,505,0,0,0,2,2009,149500
60,8064,1949,2006,0,672,672,672,252,924,576,0,0,0,7,2007,122900
70,11184,1978,1978,226,192,918,918,765,1683,440,243,0,0,7,2009,172500
70,8414,1963,2003,663,396,1059,1068,0,1068,264,192,0,0,2,2006,154500
70,13284,1954,1954,1064,319,1383,1383,0,1383,354,511,116,0,6,2008,165000
64,7018,1979,1979,0,0,0,1535,0,1535,400,0,0,0,6,2009,118858
71,7056,1963,1963,400,380,780,983,813,1796,483,0,50,0,10,2008,140000
50,8765,1936,1950,285,666,951,951,0,951,327,0,28,0,4,2006,106500
64,7018,1979,1979,0,0,0,1120,1120,2240,528,154,0,0,6,2009,142953
100,12919,2009,2010,2188,142,2330,2364,0,2364,820,0,67,0,3,2010,611657
65,6993,1961,1994,465,447,912,1236,0,1236,288,0,0,0,6,2006,135000
70,7340,1971,1971,322,536,858,858,0,858,684,0,0,0,6,2007,110000
64,8712,1957,2000,860,132,992,1306,0,1306,756,0,0,0,5,2009,153000
63,7875,2003,2003,0,783,783,807,702,1509,393,0,75,0,7,2006,180000
50,14859,2006,2006,0,1670,1670,1670,0,1670,690,144,60,0,8,2006,240000
70,6173,1967,1967,599,277,876,902,0,902,288,0,0,0,8,2007,125500
80,9920,1954,1954,354,412,1056,1063,0,1063,280,0,0,164,2,2010,128000
116,13501,2006,2006,63,1560,1623,1636,0,1636,865,0,60,0,6,2007,255000
86,11500,1936,1987,223,794,1017,1020,1037,2057,180,0,0,0,6,2006,250000
70,8885,1983,1983,301,239,864,902,0,902,484,164,0,0,6,2006,131000
149,12589,2005,2005,0,742,742,742,742,1484,390,36,24,0,6,2009,174000
80,11600,1960,1960,443,662,1105,1105,1169,2274,480,0,0,0,1,2010,154300
70,9286,1977,1989,196,1072,1268,1268,0,1268,252,173,0,0,10,2009,143500
51,6120,1925,1950,489,279,768,1015,0,1015,450,0,0,112,7,2006,88000
82,6270,1949,1950,284,717,1001,1001,1001,2002,871,0,0,0,8,2007,145000
30,3000,2009,2009,294,318,612,612,612,1224,528,0,234,0,6,2009,173733
21,2001,1970,1970,0,546,546,546,546,1092,286,0,0,0,1,2007,75000
50,9000,1949,1950,50,430,480,480,0,480,308,0,0,0,10,2006,35311
70,17140,1956,1956,1059,75,1134,1229,0,1229,284,0,0,0,4,2009,135000
103,13125,1991,1991,48,422,1104,912,1215,2127,833,72,192,224,11,2007,238000
87,11029,1958,2002,528,245,1184,1414,0,1414,601,0,51,0,5,2008,176500
70,8462,1994,1994,814,114,928,936,785,1721,471,300,87,0,7,2007,201000
67,8777,1900,2003,1084,188,1272,1272,928,2200,0,0,70,0,9,2008,145900
65,10237,2005,2006,28,1288,1316,1316,0,1316,397,100,0,0,10,2006,169990
50,8012,1993,1994,165,598,1604,1617,0,1617,533,0,69,0,7,2008,193000
79,10240,1980,1980,625,0,1686,1686,0,1686,612,384,131,0,5,2006,207500
70,15611,1977,1977,767,266,1126,1126,0,1126,540,180,0,0,3,2008,175000
93,11999,2003,2004,0,1181,1181,1234,1140,2374,656,104,100,0,5,2007,285000
70,9900,1968,1968,552,280,832,1098,880,1978,486,0,43,0,4,2008,176000
70,11838,2001,2001,0,1753,1753,1788,0,1788,522,202,151,0,6,2009,236500
70,13006,1997,1997,0,964,964,993,1243,2236,642,0,0,0,11,2006,222000
73,8925,2007,2007,16,1450,1466,1466,0,1466,610,100,18,0,7,2009,201000
70,9100,1965,1965,338,121,925,925,0,925,429,0,0,0,7,2009,117500
84,11670,2006,2006,0,1905,1905,1905,0,1905,788,0,191,0,3,2007,320000
63,8487,2004,2004,20,1480,1500,1500,0,1500,570,192,36,0,8,2009,190000
313,27650,1960,2007,425,160,585,2069,0,2069,505,0,0,0,11,2008,242000
52,5825,1926,1953,0,600,600,747,0,747,528,0,0,32,6,2006,79900
67,10083,2003,2003,833,343,1176,1200,0,1200,555,0,41,0,8,2009,184900
75,9675,2005,2005,341,772,1113,1113,858,1971,689,0,48,0,2,2009,253000
73,8760,2006,2006,464,927,1391,1391,571,1962,868,0,90,0,8,2006,239799
70,24090,1940,1950,0,1032,1032,1207,1196,2403,349,56,0,318,6,2010,244400
55,12640,1976,1976,936,396,1728,1728,0,1728,574,40,0,0,7,2006,150900
70,8755,1999,1999,772,220,992,1022,1038,2060,390,0,0,0,6,2009,214000
42,7711,1977,1977,1440,0,1440,1440,0,1440,0,321,0,0,8,2007,150000
100,25000,1967,1967,0,1632,1632,1632,0,1632,576,0,0,0,6,2007,143000
70,14375,1958,1958,111,354,819,1344,0,1344,525,0,118,0,1,2009,137500
98,8820,1890,1996,1088,0,1088,1188,561,1869,456,48,0,244,9,2009,124900
70,8163,1959,1959,748,102,1144,1144,0,1144,796,86,0,0,3,2006,143000
85,14536,2002,2003,1300,316,1616,1629,0,1629,808,0,252,0,11,2007,270000
65,14006,2002,2002,0,936,936,936,840,1776,474,144,96,0,2,2006,192500
78,9360,1972,2006,982,179,1161,1381,0,1381,676,0,0,0,3,2010,197500
60,7200,1950,2002,398,317,864,864,0,864,720,194,0,0,7,2007,129000
60,7800,1965,1965,641,187,828,965,0,965,300,421,0,0,7,2006,119900
60,7200,1972,2003,660,108,768,768,0,768,396,192,0,0,4,2009,133900
70,11075,1969,1969,562,29,784,1168,800,1968,530,305,189,0,9,2008,172000
35,9400,1975,1975,945,0,945,980,0,980,0,0,0,0,10,2006,127500
82,7136,1946,1950,484,495,979,979,979,1958,492,0,0,0,8,2007,145000
24,1300,1980,1980,285,276,561,561,668,1229,462,150,0,0,5,2009,124000
70,7420,1962,1962,417,640,1057,1057,0,1057,576,0,0,0,4,2007,132000
65,8450,2003,2003,699,638,1337,1337,0,1337,531,0,39,0,10,2007,185000
24,2572,1999,1999,604,92,696,696,720,1416,484,0,44,0,5,2010,155000
50,7207,1958,2008,696,162,858,858,0,858,0,117,0,0,2,2010,116500
70,12227,1977,1995,896,434,1330,1542,1330,2872,619,550,282,0,7,2008,272000
24,2308,1976,1976,556,248,804,804,744,1548,440,48,0,0,7,2007,155000
122,11923,2007,2007,0,1800,1800,1800,0,1800,702,288,136,0,5,2009,239000
80,11316,2002,2003,624,193,817,824,1070,1894,510,0,40,0,2,2010,214900
65,10237,2005,2007,0,783,783,783,701,1484,393,0,72,0,7,2007,178900
130,9600,1940,1950,428,300,728,976,332,1308,256,0,70,0,6,2009,160000
70,7390,1955,1955,902,196,1098,1098,0,1098,260,0,0,0,7,2008,135000
50,5925,1910,1950,0,600,600,600,368,968,0,0,0,0,5,2009,37900
75,10382,1958,1958,513,75,588,1095,0,1095,264,0,0,0,3,2006,140000
60,10800,1949,1950,0,720,720,720,472,1192,0,0,0,0,12,2006,135000
36,2268,2003,2004,567,197,764,764,862,1626,474,0,27,0,7,2009,173000
55,7892,1979,1979,0,918,918,918,0,918,264,28,0,0,4,2010,99500
95,11639,2007,2008,0,1428,1428,1428,0,1428,480,0,120,0,12,2008,182000
60,11414,1910,1993,0,728,728,1136,883,2019,532,509,135,0,10,2009,167500
70,2651,2000,2000,641,32,673,673,709,1382,490,153,50,0,4,2006,165000
51,5900,1923,1958,0,440,440,869,0,869,0,0,0,0,8,2006,85500
35,4274,2006,2007,1106,135,1241,1241,0,1241,569,0,116,0,11,2007,199900
68,9450,1954,1954,552,342,894,894,0,894,400,0,0,0,5,2007,110000
80,8816,1963,1963,651,470,1121,1121,0,1121,480,0,80,0,6,2009,139000
70,12122,1961,2007,867,77,944,999,0,999,588,144,76,0,7,2008,178400
98,12203,1998,1999,854,371,1225,1276,1336,2612,676,250,0,0,7,2009,336000
43,3182,2007,2007,0,1266,1266,1266,0,1266,388,100,16,0,3,2008,159895
70,11250,2002,2002,0,1128,1128,1149,1141,2290,779,0,0,0,5,2008,255900
75,10125,1977,1977,0,0,0,1302,432,1734,539,0,0,0,8,2009,126000
68,10880,1950,1950,1040,124,1164,1164,0,1164,240,0,48,0,8,2008,125000
59,5310,1910,2003,0,485,485,1001,634,1635,255,394,0,0,6,2006,117000
83,10159,2009,2010,1646,284,1930,1940,0,1940,606,168,95,0,4,2010,395192
70,12046,1976,1976,156,692,848,1118,912,2030,551,0,224,0,6,2007,195000
65,8125,2006,2006,0,770,770,778,798,1576,614,0,50,0,8,2006,197000
82,9452,1997,1998,1074,322,1396,1407,985,2392,870,0,70,0,6,2006,348000
121,17671,1882,1986,216,700,916,916,826,1742,424,0,169,0,11,2009,168000
80,9760,1964,1993,536,169,822,1020,831,1851,440,239,42,0,7,2007,187000
68,8846,2005,2006,0,750,750,750,750,1500,564,0,35,0,8,2006,173900
96,12456,2006,2007,1172,528,1700,1718,0,1718,786,216,48,0,7,2009,337500
51,4712,1946,1950,384,363,747,774,456,1230,305,0,57,0,8,2006,121600
70,10659,1961,1961,915,135,1050,1050,0,1050,368,0,319,0,1,2006,136500
70,11717,1970,1970,0,1442,1442,1442,0,1442,615,371,0,0,2,2009,185000
60,9786,1922,1950,0,1007,1007,1077,0,1077,210,0,100,48,5,2006,91000
64,6762,2006,2006,686,501,1187,1208,0,1208,632,105,61,0,2,2010,206000
74,10206,1952,1952,0,0,0,944,0,944,528,0,0,0,7,2009,82000
60,5400,1920,1950,0,691,691,691,0,691,216,0,20,94,1,2007,86000
